income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,period_s,t_period_l,scenario,name,strategy
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.015,FALSE,150,200,166,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.008,FALSE,250,365,167,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,2,10,1,6,0.008,FALSE,150,200,168,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.015,FALSE,250,365,169,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.015,FALSE,150,200,170,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.008,FALSE,250,365,171,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,3,10,1,6,0.008,FALSE,150,200,172,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,FALSE,250,365,173,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.015,FALSE,150,200,174,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.008,FALSE,250,365,175,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,4,10,1,6,0.008,FALSE,150,200,176,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,FALSE,250,365,177,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.015,FALSE,150,200,178,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.008,FALSE,250,365,179,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,5,10,1,6,0.008,FALSE,150,200,180,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,FALSE,250,365,181,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.015,FALSE,150,200,182,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.008,FALSE,250,365,183,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,6,10,1,6,0.008,FALSE,150,200,184,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,FALSE,250,365,185,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.015,FALSE,150,200,186,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.008,FALSE,250,365,187,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,7,10,1,6,0.008,FALSE,150,200,188,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,FALSE,250,365,189,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.015,FALSE,150,200,190,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.008,FALSE,250,365,191,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,8,10,1,6,0.008,FALSE,150,200,192,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,FALSE,250,365,193,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.015,FALSE,150,200,194,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.008,FALSE,250,365,195,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,9,10,1,6,0.008,FALSE,150,200,196,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,FALSE,250,365,197,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.015,FALSE,150,200,198,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.008,FALSE,250,365,199,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,10,10,1,6,0.008,FALSE,150,200,200,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,FALSE,250,365,201,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.015,FALSE,150,200,202,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.008,FALSE,250,365,203,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,11,10,1,6,0.008,FALSE,150,200,204,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,FALSE,250,365,205,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.015,FALSE,150,200,206,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.008,FALSE,250,365,207,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,12,10,1,6,0.008,FALSE,150,200,208,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,FALSE,250,365,209,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.015,FALSE,150,200,210,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.008,FALSE,250,365,211,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,13,10,1,6,0.008,FALSE,150,200,212,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,FALSE,250,365,213,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.015,FALSE,150,200,214,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.008,FALSE,250,365,215,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,14,10,1,6,0.008,FALSE,150,200,216,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,FALSE,250,365,217,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.015,FALSE,150,200,218,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.008,FALSE,250,365,219,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,15,10,1,6,0.008,FALSE,150,200,220,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,FALSE,250,365,221,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.015,FALSE,150,200,222,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.008,FALSE,250,365,223,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,16,10,1,6,0.008,FALSE,150,200,224,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,FALSE,250,365,225,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.015,FALSE,150,200,226,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.008,FALSE,250,365,227,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,17,10,1,6,0.008,FALSE,150,200,228,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,FALSE,250,365,229,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.015,FALSE,150,200,230,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.008,FALSE,250,365,231,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,18,10,1,6,0.008,FALSE,150,200,232,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,FALSE,250,365,233,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.015,FALSE,150,200,234,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.008,FALSE,250,365,235,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,19,10,1,6,0.008,FALSE,150,200,236,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,FALSE,250,365,237,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.015,FALSE,150,200,238,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.008,FALSE,250,365,239,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,5,1/1/2021,0.5,20,10,1,6,0.008,FALSE,150,200,240,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,FALSE,250,365,241,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.015,FALSE,150,200,242,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.008,FALSE,250,365,243,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,1,10,1,6,0.008,FALSE,150,200,244,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,FALSE,250,365,245,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.015,FALSE,150,200,246,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.008,FALSE,250,365,247,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,2,10,1,6,0.008,FALSE,150,200,248,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,FALSE,250,365,249,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.015,FALSE,150,200,250,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.008,FALSE,250,365,251,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,3,10,1,6,0.008,FALSE,150,200,252,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,FALSE,250,365,253,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.015,FALSE,150,200,254,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.008,FALSE,250,365,255,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,4,10,1,6,0.008,FALSE,150,200,256,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,FALSE,250,365,257,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.015,FALSE,150,200,258,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.008,FALSE,250,365,259,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,5,10,1,6,0.008,FALSE,150,200,260,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,FALSE,250,365,261,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.015,FALSE,150,200,262,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.008,FALSE,250,365,263,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,6,10,1,6,0.008,FALSE,150,200,264,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,FALSE,250,365,265,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.015,FALSE,150,200,266,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.008,FALSE,250,365,267,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,7,10,1,6,0.008,FALSE,150,200,268,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,FALSE,250,365,269,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.015,FALSE,150,200,270,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.008,FALSE,250,365,271,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,8,10,1,6,0.008,FALSE,150,200,272,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,FALSE,250,365,273,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.015,FALSE,150,200,274,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.008,FALSE,250,365,275,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,9,10,1,6,0.008,FALSE,150,200,276,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,FALSE,250,365,277,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.015,FALSE,150,200,278,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.008,FALSE,250,365,279,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,10,10,1,6,0.008,FALSE,150,200,280,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,FALSE,250,365,281,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.015,FALSE,150,200,282,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.008,FALSE,250,365,283,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,11,10,1,6,0.008,FALSE,150,200,284,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,FALSE,250,365,285,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.015,FALSE,150,200,286,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.008,FALSE,250,365,287,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,12,10,1,6,0.008,FALSE,150,200,288,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,FALSE,250,365,289,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.015,FALSE,150,200,290,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.008,FALSE,250,365,291,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,13,10,1,6,0.008,FALSE,150,200,292,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,FALSE,250,365,293,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.015,FALSE,150,200,294,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.008,FALSE,250,365,295,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,14,10,1,6,0.008,FALSE,150,200,296,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,FALSE,250,365,297,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.015,FALSE,150,200,298,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.008,FALSE,250,365,299,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,15,10,1,6,0.008,FALSE,150,200,300,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,FALSE,250,365,301,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.015,FALSE,150,200,302,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.008,FALSE,250,365,303,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,16,10,1,6,0.008,FALSE,150,200,304,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,FALSE,250,365,305,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.015,FALSE,150,200,306,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.008,FALSE,250,365,307,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,17,10,1,6,0.008,FALSE,150,200,308,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,FALSE,250,365,309,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.015,FALSE,150,200,310,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.008,FALSE,250,365,311,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,18,10,1,6,0.008,FALSE,150,200,312,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,FALSE,250,365,313,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.015,FALSE,150,200,314,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.008,FALSE,250,365,315,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,19,10,1,6,0.008,FALSE,150,200,316,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,FALSE,250,365,317,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.015,FALSE,150,200,318,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.008,FALSE,250,365,319,scenario6_sensitivity,same_doses
LMIC,1000000,Present,3,Oxford-AstraZeneca,0.8,9,1/1/2021,0.5,20,10,1,6,0.008,FALSE,150,200,320,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,1,10,1,6,0.015,FALSE,250,365,321,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,2,10,1,6,0.015,FALSE,250,365,322,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,3,10,1,6,0.015,FALSE,250,365,323,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,4,10,1,6,0.015,FALSE,250,365,324,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,5,10,1,6,0.015,FALSE,250,365,325,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,6,10,1,6,0.015,FALSE,250,365,326,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,7,10,1,6,0.015,FALSE,250,365,327,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,8,10,1,6,0.015,FALSE,250,365,328,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,9,10,1,6,0.015,FALSE,250,365,329,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,10,10,1,6,0.015,FALSE,250,365,330,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,11,10,1,6,0.015,FALSE,250,365,331,scenario6_sensitivity,same_doses
LMIC,1000000,Present,2,Oxford-AstraZeneca,0,1,1/1/2021,0.5,12,10,1,6,0.015,FALSE,250,365,332,scenario6_sensitivity,same_doses
