income_group,target_pop,hs_constraints,vaccine_doses,vaccine,max_coverage,age_groups_covered,age_groups_covered_d3,vacc_start,dt,repetition,seeding_cases,variant_fold_reduction,dose_3_fold_increase,vacc_per_week,ab_model_infection,period_s,t_period_l,t_d3,max_Rt,scenario,name,strategy
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,2,10,1,6,0.05,TRUE,250,365,180,4,166,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,2,10,1,6,0.05,TRUE,150,200,180,3,167,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,2,10,1,6,0.05,TRUE,150,200,180,4,168,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,3,10,1,6,0.05,TRUE,250,365,180,3,169,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,3,10,1,6,0.05,TRUE,250,365,180,4,170,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,3,10,1,6,0.05,TRUE,150,200,180,3,171,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,3,10,1,6,0.05,TRUE,150,200,180,4,172,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,4,10,1,6,0.05,TRUE,250,365,180,3,173,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,4,10,1,6,0.05,TRUE,250,365,180,4,174,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,4,10,1,6,0.05,TRUE,150,200,180,3,175,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,4,10,1,6,0.05,TRUE,150,200,180,4,176,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,5,10,1,6,0.05,TRUE,250,365,180,3,177,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,5,10,1,6,0.05,TRUE,250,365,180,4,178,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,5,10,1,6,0.05,TRUE,150,200,180,3,179,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,5,10,1,6,0.05,TRUE,150,200,180,4,180,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,6,10,1,6,0.05,TRUE,250,365,180,3,181,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,6,10,1,6,0.05,TRUE,250,365,180,4,182,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,6,10,1,6,0.05,TRUE,150,200,180,3,183,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,6,10,1,6,0.05,TRUE,150,200,180,4,184,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,7,10,1,6,0.05,TRUE,250,365,180,3,185,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,7,10,1,6,0.05,TRUE,250,365,180,4,186,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,7,10,1,6,0.05,TRUE,150,200,180,3,187,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,7,10,1,6,0.05,TRUE,150,200,180,4,188,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,8,10,1,6,0.05,TRUE,250,365,180,3,189,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,8,10,1,6,0.05,TRUE,250,365,180,4,190,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,8,10,1,6,0.05,TRUE,150,200,180,3,191,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,8,10,1,6,0.05,TRUE,150,200,180,4,192,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,9,10,1,6,0.05,TRUE,250,365,180,3,193,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,9,10,1,6,0.05,TRUE,250,365,180,4,194,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,9,10,1,6,0.05,TRUE,150,200,180,3,195,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,9,10,1,6,0.05,TRUE,150,200,180,4,196,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,10,10,1,6,0.05,TRUE,250,365,180,3,197,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,10,10,1,6,0.05,TRUE,250,365,180,4,198,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,10,10,1,6,0.05,TRUE,150,200,180,3,199,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,10,10,1,6,0.05,TRUE,150,200,180,4,200,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,11,10,1,6,0.05,TRUE,250,365,180,3,201,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,11,10,1,6,0.05,TRUE,250,365,180,4,202,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,11,10,1,6,0.05,TRUE,150,200,180,3,203,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,11,10,1,6,0.05,TRUE,150,200,180,4,204,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,250,365,180,3,205,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,250,365,180,4,206,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,150,200,180,3,207,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,12,10,1,6,0.05,TRUE,150,200,180,4,208,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,250,365,180,3,209,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,250,365,180,4,210,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,150,200,180,3,211,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,13,10,1,6,0.05,TRUE,150,200,180,4,212,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,250,365,180,3,213,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,250,365,180,4,214,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,150,200,180,3,215,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,14,10,1,6,0.05,TRUE,150,200,180,4,216,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,250,365,180,3,217,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,250,365,180,4,218,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,150,200,180,3,219,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,15,10,1,6,0.05,TRUE,150,200,180,4,220,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,250,365,180,3,221,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,250,365,180,4,222,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,150,200,180,3,223,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,16,10,1,6,0.05,TRUE,150,200,180,4,224,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,250,365,180,3,225,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,250,365,180,4,226,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,150,200,180,3,227,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,17,10,1,6,0.05,TRUE,150,200,180,4,228,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,250,365,180,3,229,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,250,365,180,4,230,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,150,200,180,3,231,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,18,10,1,6,0.05,TRUE,150,200,180,4,232,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,250,365,180,3,233,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,250,365,180,4,234,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,150,200,180,3,235,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,19,10,1,6,0.05,TRUE,150,200,180,4,236,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,250,365,180,3,237,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,250,365,180,4,238,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,150,200,180,3,239,rq1_hic_child_abmodel,realistic
HIC,1000000,Present,2,Pfizer,0.9,17,5,1/1/2021,0.5,20,10,1,6,0.05,TRUE,150,200,180,4,240,rq1_hic_child_abmodel,realistic
